myFunc generated func Eliott activation: x/(1+fabsf(x))
input 0.337045 0.0382879 PredOutput 0.0972374 0.0550366 
input 0.840034 0.592776 PredOutput 0.100296 0.058604 
input -0.399446 -0.0637345 PredOutput 0.0941369 0.0514116 
input 0.102394 0.00107354 PredOutput 0.0962623 0.0538981 
input -1.67309 -4.68339 PredOutput 0.0817869 0.0368336 
input -0.525052 -0.144746 PredOutput 0.0934275 0.0505803 
input 1.61008 4.17388 PredOutput 0.108242 0.0678773 
input -2.10245 -9.29345 PredOutput 0.0764023 0.0304196 
input 2.12537 9.60073 PredOutput 0.114261 0.0749126 
input -0.595344 -0.21101 PredOutput 0.0929838 0.0500598 
input -1.70047 -4.91704 PredOutput 0.0814374 0.0364183 
input -0.977274 -0.933359 PredOutput 0.0898929 0.0464269 
input -1.96445 -7.58096 PredOutput 0.0780942 0.0324382 
input 1.79216 5.75615 PredOutput 0.110406 0.0704058 
input 1.6191 4.24445 PredOutput 0.108349 0.0680023 
input 0.999953 0.999859 PredOutput 0.101656 0.06019 
input 0.371454 0.0512526 PredOutput 0.0973967 0.0552224 
input -1.9202 -7.08008 PredOutput 0.0786474 0.0330975 
input -1.92173 -7.09705 PredOutput 0.0786281 0.0330746 
input -1.53549 -3.62028 PredOutput 0.0835338 0.0389082 
input -0.64143 -0.263905 PredOutput 0.0926729 0.0496951 
input -1.52892 -3.57401 PredOutput 0.0836165 0.0390063 
input 0.0371104 5.11077e-05 PredOutput 0.0960096 0.0536028 
input 1.6422 4.42873 PredOutput 0.108623 0.0683226 
input -1.93688 -7.26622 PredOutput 0.0784383 0.0328484 
input -0.385853 -0.0574466 PredOutput 0.0942076 0.0514944 
input 1.29696 2.18161 PredOutput 0.104647 0.0636808 
input -0.114181 -0.00148862 PredOutput 0.0954212 0.0529149 
input -0.949009 -0.854696 PredOutput 0.0901622 0.046744 
input -0.194916 -0.00740526 PredOutput 0.0950918 0.0525295 
input -0.466627 -0.101604 PredOutput 0.0937703 0.0509821 
input 0.772901 0.461713 PredOutput 0.099784 0.0580064 
input 2.1637 10.1296 PredOutput 0.114685 0.0754091 
input 1.10633 1.35412 PredOutput 0.102664 0.0613658 
input -0.0968182 -0.00090755 PredOutput 0.09549 0.0529954 
input -0.91884 -0.775747 PredOutput 0.0904426 0.0470741 
input 0.315214 0.0313195 PredOutput 0.0971391 0.0549219 
input -1.38458 -2.65432 PredOutput 0.0854034 0.0411248 
input -1.52067 -3.51645 PredOutput 0.0837202 0.0391293 
input -0.167684 -0.00471497 PredOutput 0.0952049 0.0526619 
input -0.120969 -0.0017702 PredOutput 0.0953942 0.0528833 
input -0.880989 -0.683773 PredOutput 0.0907841 0.0474758 
input -1.22502 -1.83835 PredOutput 0.0872818 0.0433468 
input -0.917509 -0.772379 PredOutput 0.0904549 0.0470884 
input -0.366298 -0.0491478 PredOutput 0.0943072 0.0516111 
input -0.152287 -0.00353172 PredOutput 0.095268 0.0527356 
input -1.47552 -3.21245 PredOutput 0.0842848 0.039799 
input -1.76455 -5.49415 PredOutput 0.0806194 0.0354455 
input -0.739565 -0.40451 PredOutput 0.0919557 0.048853 
input 1.8777 6.62027 PredOutput 0.111417 0.0715871 
input -2.04826 -8.59315 PredOutput 0.0770601 0.0312047 
input -2.15885 -10.0616 PredOutput 0.0757283 0.0296145 
input -2.18301 -10.4032 PredOutput 0.075443 0.0292737 
input 0.116381 0.00157634 PredOutput 0.0963169 0.0539619 
input -0.218482 -0.0104292 PredOutput 0.0949918 0.0524125 
input 1.47552 3.21245 PredOutput 0.106662 0.0660331 
input -1.78746 -5.71096 PredOutput 0.0803273 0.035098 
input -2.11047 -9.40023 PredOutput 0.0763058 0.0303043 
input -1.80769 -5.90708 PredOutput 0.0800698 0.0347915 
input 0.371869 0.0514243 PredOutput 0.0973986 0.0552247 
input 2.03329 8.40621 PredOutput 0.113222 0.0736978 
input 0.509957 0.132617 PredOutput 0.0981009 0.0560436 
input -1.22524 -1.83935 PredOutput 0.0872793 0.0433438 
input 1.1914 1.69113 PredOutput 0.103523 0.0623688 
input -2.13378 -9.71508 PredOutput 0.0760265 0.0299708 
input -0.297599 -0.026357 PredOutput 0.0946391 0.0519997 
input -0.818907 -0.549166 PredOutput 0.0913187 0.0481044 
input -1.18248 -1.65343 PredOutput 0.0877594 0.043911 
input -0.572912 -0.188046 PredOutput 0.0931292 0.0502305 
input 1.68914 4.81947 PredOutput 0.109181 0.0689746 
input -1.16401 -1.57712 PredOutput 0.0879635 0.0441519 
input 1.74667 5.32887 PredOutput 0.109866 0.0697743 
input -1.45981 -3.11091 PredOutput 0.08448 0.0400305 
input -1.00847 -1.02562 PredOutput 0.0895885 0.0460683 
input -0.0168176 -4.75653e-06 PredOutput 0.0958017 0.0533598 
input -1.05115 -1.16144 PredOutput 0.0891598 0.0455632 
input -2.06376 -8.78978 PredOutput 0.076871 0.030979 
input 2.06984 8.86764 PredOutput 0.113637 0.0741835 
input -1.41491 -2.8326 PredOutput 0.0850335 0.0406866 
input 2.14244 9.83387 PredOutput 0.11445 0.0751344 
input -0.780429 -0.475335 PredOutput 0.0916341 0.0484751 
input -1.23176 -1.86888 PredOutput 0.0872051 0.0432561 
input 0.829586 0.570932 PredOutput 0.100214 0.0585083 
input 1.02061 1.06312 PredOutput 0.101845 0.0604111 
input 1.65769 4.55524 PredOutput 0.108807 0.0685376 
input 0.322347 0.0334943 PredOutput 0.097171 0.0549591 
input 0.690097 0.328648 PredOutput 0.0991996 0.0573249 
input -1.22652 -1.8451 PredOutput 0.0872648 0.0433267 
input -0.937968 -0.82521 PredOutput 0.0902657 0.0468658 
input 1.94805 7.39268 PredOutput 0.11224 0.0725491 
input 1.20341 1.74279 PredOutput 0.103648 0.0625145 
input 1.06141 1.19576 PredOutput 0.102228 0.0608581 
input -0.168009 -0.00474236 PredOutput 0.0952036 0.0526604 
input -1.51007 -3.44346 PredOutput 0.0838531 0.039287 
input 0.426615 0.077644 PredOutput 0.0976643 0.0555346 
input 1.30828 2.23926 PredOutput 0.104771 0.0638255 
input -1.36267 -2.53029 PredOutput 0.0856684 0.0414386 
input -1.80515 -5.88218 PredOutput 0.0801022 0.03483 
input 0.998361 0.995092 PredOutput 0.101641 0.0601731 
input -0.125054 -0.00195567 PredOutput 0.0953778 0.0528642 
input -1.28625 -2.12803 PredOutput 0.0865759 0.0425124 
input -1.44924 -3.04381 PredOutput 0.0846109 0.0401857 
input -1.06734 -1.21592 PredOutput 0.0889938 0.0453674 
input 0.599641 0.215612 PredOutput 0.0986196 0.0566485 
input 0.343228 0.040434 PredOutput 0.0972656 0.0550696 
input 0.346605 0.0416395 PredOutput 0.0972811 0.0550876 
input 1.75862 5.43898 PredOutput 0.110008 0.0699403 
input 0.315516 0.0314098 PredOutput 0.0971405 0.0549235 
input 0.287125 0.0236707 PredOutput 0.0970156 0.0547777 
